::1 - - [23/May/2022:16:38:42 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::1 - - [23/May/2022:16:46:00 +0000] "POST /api/login HTTP/1.1" 200 400 "{\"id_user\":1,\"username\":\"imam\",\"email\":\"imam@mail.com\",\"password\":\"$2b$10$rHJRSeA8WdOUgvGYyo4Y1ONXurs2HbfmrTlYA4EVaLDvEAMKVndU.\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImltYW0iLCJpYXQiOjE2NTMzMjQzNjAsImV4cCI6MTY1MzMyNTI2MH0.svj0RIS8MWIiutvyqQUdR04qf7rdJIRvf_3IBFRXCM8\",\"createdAt\":\"2022-05-23T13:06:27.210Z\",\"updatedAt\":\"2022-05-23T13:06:27.210Z\"}"
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:16 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 302 90 -
::1 - - [05/Jun/2022:07:40:23 +0000] "GET /recover-code?u=adjasds HTTP/1.1" 500 1340 -
::1 - - [05/Jun/2022:07:40:24 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:40:24 +0000] "GET /login HTTP/1.1" 304 - -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:04 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:04 +0000] "GET /login HTTP/1.1" 304 - -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:08 +0000] "GET /recover-code?u=9 HTTP/1.1" 401 1321 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:08 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:08 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:21 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:22 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:23 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:24 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:24 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:24 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:24 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:25 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:26 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:41:33 +0000] "GET /recover-code?u=9 HTTP/1.1" - - -
::1 - - [05/Jun/2022:07:41:42 +0000] "GET /recover-code?u=9 HTTP/1.1" - - -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:42 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 70 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:42 +0000] "GET /recover-code HTTP/1.1" 500 1342 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:42 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::ffff:127.0.0.1 - - [05/Jun/2022:07:41:42 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:41:49 +0000] "GET /recover-code HTTP/1.1" 500 1342 -
::1 - - [05/Jun/2022:07:41:50 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:41:50 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:42:10 +0000] "GET /recover-code?u=9 HTTP/1.1" 302 76 -
::1 - - [05/Jun/2022:07:42:10 +0000] "GET /forgot-password HTTP/1.1" 200 1682 -
::1 - - [05/Jun/2022:07:42:11 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:42:11 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:42:51 +0000] "GET /recover-code?u=andsad HTTP/1.1" 302 76 -
::1 - - [05/Jun/2022:07:42:51 +0000] "GET /forgot-password HTTP/1.1" 200 1700 -
::1 - - [05/Jun/2022:07:42:51 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:42:51 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:43:59 +0000] "POST /forgot-password-email HTTP/1.1" 302 76 -
::1 - - [05/Jun/2022:07:43:59 +0000] "GET /forgot-password HTTP/1.1" 200 1678 -
::1 - - [05/Jun/2022:07:43:59 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:43:59 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:44:05 +0000] "POST /forgot-password-email HTTP/1.1" 302 76 -
::1 - - [05/Jun/2022:07:44:05 +0000] "GET /forgot-password HTTP/1.1" 200 1710 -
::1 - - [05/Jun/2022:07:44:06 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:44:06 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:46:22 +0000] "GET /forgot-password HTTP/1.1" 200 1595 -
::1 - - [05/Jun/2022:07:46:22 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:46:22 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:46:30 +0000] "POST /forgot-password-email HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:46:31 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1613 -
::1 - - [05/Jun/2022:07:46:31 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:46:31 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:46:52 +0000] "POST /recover-code HTTP/1.1" 302 108 -
::1 - - [05/Jun/2022:07:46:52 +0000] "GET /reset-password?u=3&n=336271 HTTP/1.1" 200 1614 -
::1 - - [05/Jun/2022:07:46:52 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:46:52 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:47:10 +0000] "GET /reset-password?u=3&n=336271 HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:47:10 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:47:10 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:47:26 +0000] "GET /reset-password?u=3&n=336271 HTTP/1.1" 401 1313 -
::1 - - [05/Jun/2022:07:47:26 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:47:26 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:48:04 +0000] "GET /reset-password?u=3&n=336271 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:48:04 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1583 -
::1 - - [05/Jun/2022:07:48:05 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:48:05 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:49:08 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:49:08 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:49:14 +0000] "POST /recover-code HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:49:14 +0000] "GET /recover-code?u=3 HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:49:14 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:49:14 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:49:29 +0000] "GET /reset-password?u=3&n=808546 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:49:29 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1587 -
::1 - - [05/Jun/2022:07:49:29 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:49:29 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:49:58 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1513 -
::1 - - [05/Jun/2022:07:49:58 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:49:58 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:50:06 +0000] "GET /reset-password?u=3&n=808546 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:50:06 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1596 -
::1 - - [05/Jun/2022:07:50:07 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:50:07 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:50:12 +0000] "POST /recover-code HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:50:12 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1592 -
::1 - - [05/Jun/2022:07:50:12 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:50:12 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:50:44 +0000] "GET /reset-password?u=3&n=808546 HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:50:44 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1596 -
::1 - - [05/Jun/2022:07:50:44 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:50:44 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:50:48 +0000] "POST /recover-code HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:50:48 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1592 -
::1 - - [05/Jun/2022:07:50:48 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:50:48 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:03 +0000] "GET / HTTP/1.1" 302 56 -
::1 - - [05/Jun/2022:07:51:03 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:04 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:51:04 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:05 +0000] "GET /forgot-password HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:06 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:51:06 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:12 +0000] "POST /forgot-password-email HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:51:12 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1622 -
::1 - - [05/Jun/2022:07:51:13 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:51:13 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:51:24 +0000] "POST /recover-code HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:51:24 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1596 -
::1 - - [05/Jun/2022:07:51:25 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:51:25 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:18 +0000] "POST /recover-code HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:52:18 +0000] "GET /recover-code?u=3 HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:19 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:19 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:22 +0000] "GET / HTTP/1.1" 302 56 -
::1 - - [05/Jun/2022:07:52:22 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:22 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:22 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:24 +0000] "GET /forgot-password HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:24 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:24 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:30 +0000] "POST /forgot-password-email HTTP/1.1" 302 78 -
::1 - - [05/Jun/2022:07:52:30 +0000] "GET /recover-code?u=3 HTTP/1.1" 200 1622 -
::1 - - [05/Jun/2022:07:52:31 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:31 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:42 +0000] "POST /recover-code HTTP/1.1" 302 108 -
::1 - - [05/Jun/2022:07:52:42 +0000] "GET /reset-password?u=3&n=457820 HTTP/1.1" 200 1614 -
::1 - - [05/Jun/2022:07:52:42 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:42 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:46 +0000] "POST /reset-password HTTP/1.1" 302 108 -
::1 - - [05/Jun/2022:07:52:46 +0000] "GET /reset-password?u=3&n=457820 HTTP/1.1" 200 1713 -
::1 - - [05/Jun/2022:07:52:46 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:46 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [05/Jun/2022:07:52:50 +0000] "POST /reset-password HTTP/1.1" 302 56 -
::1 - - [05/Jun/2022:07:52:50 +0000] "GET /login HTTP/1.1" 200 1997 -
::1 - - [05/Jun/2022:07:52:50 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [05/Jun/2022:07:52:50 +0000] "GET /login HTTP/1.1" 200 1903 -
::1 - - [06/Jun/2022:12:04:16 +0000] "GET / HTTP/1.1" 302 56 -
::1 - - [06/Jun/2022:12:04:17 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:04:17 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:04:17 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:04:18 +0000] "GET /register HTTP/1.1" 200 2056 -
::1 - - [06/Jun/2022:12:04:19 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:04:19 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:04:33 +0000] "POST /register HTTP/1.1" 302 62 -
::1 - - [06/Jun/2022:12:04:33 +0000] "GET /register HTTP/1.1" 200 2142 -
::1 - - [06/Jun/2022:12:04:33 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:04:33 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:04:42 +0000] "POST /register HTTP/1.1" 302 62 -
::1 - - [06/Jun/2022:12:04:42 +0000] "GET /register HTTP/1.1" 200 2142 -
::1 - - [06/Jun/2022:12:04:42 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:04:42 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:04:46 +0000] "POST /register HTTP/1.1" 302 62 -
::1 - - [06/Jun/2022:12:04:46 +0000] "GET /register HTTP/1.1" 200 2142 -
::1 - - [06/Jun/2022:12:04:46 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:04:46 +0000] "GET /login HTTP/1.1" 304 - -
::1 - - [06/Jun/2022:12:05:21 +0000] "POST /register HTTP/1.1" 302 56 -
::1 - - [06/Jun/2022:12:05:21 +0000] "GET /login HTTP/1.1" 200 1989 -
::1 - - [06/Jun/2022:12:05:22 +0000] "GET /favicon.ico HTTP/1.1" 302 28 -
::1 - - [06/Jun/2022:12:05:22 +0000] "GET /login HTTP/1.1" 200 1903 -
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "POST /api/register HTTP/1.1" 200 466 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$DCevJRCYPx5HZtzK3jznZ.JUJQXvAUX08qNE2Hx0GOPngA6je4B3.\",\"id_role\":1,\"updatedAt\":\"2022-06-08T12:17:36.173Z\",\"createdAt\":\"2022-06-08T12:17:36.173Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQ2OTA2NTYsImV4cCI6MTY1NDY5MTU1Nn0.YPRVp-W3UIAQV6kQ_8P6ATO4X8y9z19U3_TSohs6VU4\",\"otp\":null,\"otp_exp\":null}}"
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "POST /api/register HTTP/1.1" 200 464 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$Mb.BK5AsaQqiy5mzqcKjS.1S5PvH4pIkjgFzDHj4eCCLEPu7ODwvi\",\"id_role\":1,\"updatedAt\":\"2022-06-08T12:17:36.378Z\",\"createdAt\":\"2022-06-08T12:17:36.378Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQ2OTA2NTYsImV4cCI6MTY1NDY5MTU1Nn0.5z21rpPTJp58YQv3a7PZOGtWstCPFopLEQZSMZbP8F0\",\"otp\":null,\"otp_exp\":null}}"
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "POST /api/login HTTP/1.1" 200 457 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$DCevJRCYPx5HZtzK3jznZ.JUJQXvAUX08qNE2Hx0GOPngA6je4B3.\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0NjkwNjU2LCJleHAiOjE2NTQ2OTE1NTZ9.0WcYKvny8qVKlBTaT2Z7rzEocXSglaYSTGFjdOSFqUc\",\"otp\":null,\"otp_exp\":null,\"id_role\":1,\"createdAt\":\"2022-06-08T12:17:36.173Z\",\"updatedAt\":\"2022-06-08T12:17:36.173Z\"}"
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get All User Game Biodata\",\"result\":[{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-08T12:17:36.509Z\",\"updatedAt\":\"2022-06-08T12:17:36.509Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "GET /api/get-user-game-biodata/1 HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get User Game Biodata By Id\",\"result\":{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-08T12:17:36.509Z\",\"updatedAt\":\"2022-06-08T12:17:36.509Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}}"
::ffff:127.0.0.1 - - [08/Jun/2022:12:17:36 +0000] "GET /api/get-user-game-biodata/100 HTTP/1.1" 404 76 "{\"message\":\"User Game Biodata dengan ID 100 Tidak di temukan\",\"result\":null}"
